entidad,producto,score,coverage,rank
9155,000-000-4053,11.729014939668927,6.0,7
9155,000-000-10340,10.990329529751463,5.0,8
9155,000-000-3466,10.614428469991589,6.0,9
9155,000-000-10342,10.327889845157372,6.0,10
9158,000-000-3312,16.195036913004508,2.0,1
9158,000-000-6074,14.770017089461296,3.0,2
9158,000-000-6072,14.49580541062276,3.0,3
9158,000-000-13612,13.059214472523271,3.0,4
9158,000-000-6596,12.085908020232182,3.0,5
9158,000-000-6140,10.679309997494538,5.0,6
9158,000-000-3274,10.48831021856987,4.0,7
9158,000-000-10340,10.09241228420052,4.0,8
9158,000-000-11283,9.59393913981602,4.0,9
9158,000-000-11586,9.2215645117422,3.0,10
9521,000-000-12963,24.494897427831777,1.0,1
9521,000-000-11283,15.114469759178615,5.0,2
9521,000-000-13358,12.984548090501928,5.0,3
9521,000-000-3465,12.781574883575551,5.0,4
9521,000-000-13612,11.896027120941719,3.0,5
9521,000-000-13324,11.45402230353094,5.0,6
9521,000-000-10342,11.3881458521966,4.0,7
9521,000-000-12625,11.290770466115166,5.0,8
9521,000-000-11586,11.289912720005036,4.0,9
9521,000-000-13325,11.268954539781888,5.0,10
9524,000-000-11283,16.739335345359684,4.0,1
9524,000-000-6596,14.359954986820462,4.0,2
9524,000-000-11586,13.947290727307331,3.0,3
9524,000-000-6074,13.826134385033349,4.0,4
9524,000-000-10342,12.248578157875281,3.0,5
9524,000-000-13358,12.033291471031758,4.0,6
9524,000-000-6973,12.014835186583664,5.0,7
9524,000-000-13783,11.460215432091996,5.0,8
9524,000-000-13325,11.455828085812884,5.0,9
9524,000-000-3274,11.250410300618897,4.0,10
9546,000-000-13783,11.457411148975229,10.0,1
9546,000-000-13349,11.435759115767128,10.0,2
9546,000-000-6072,11.22347461486568,9.0,3
9546,000-000-12625,10.53399139105043,11.0,4
9546,000-000-13358,10.475558153826348,13.0,5
9546,000-000-6074,10.253527181706684,13.0,6
9546,000-000-6596,10.003685520410887,13.0,7
9546,000-000-10340,9.683293012643391,10.0,8
9546,000-000-1009,8.763821117633137,9.0,9
9546,000-000-13296,8.66068704878045,10.0,10
9666,000-000-11586,14.411533842457843,1.0,1
9666,000-000-13783,12.965733629009954,4.0,2
9666,000-000-11283,12.627988618070225,3.0,3
9666,000-000-13349,12.231662155712455,4.0,4
9666,000-000-13324,11.905869327036067,4.0,5
9666,000-000-13151,11.786002017126323,3.0,6
9666,000-000-6072,11.766968108291042,1.0,7
9666,000-000-10342,11.766968108291042,1.0,8
9666,000-000-7167,11.765259332994093,3.0,9
9666,000-000-5312,11.139786658490545,3.0,10
9743,000-000-13451,11.920791213585394,1.0,1
9743,000-000-10129,11.648019687093932,13.0,2
9743,000-000-9341,11.33408342172109,16.0,3
9743,000-000-10173,11.10551444177271,14.0,4
9743,000-000-1999,10.997981672481462,15.0,5
9743,000-000-10174,10.883590745587693,14.0,6
9743,000-000-13099,10.767471304998715,4.0,7
9743,000-000-2001,10.641837915790017,13.0,8
9743,000-000-10885,10.055076362094479,14.0,9
9743,000-000-12450,9.733285267845751,1.0,10
27135,000-000-3176,20.868100397674844,2.0,1
27135,000-000-9419,20.056993292021033,2.0,2
27135,000-000-10130,18.36328475669105,2.0,3
27135,000-000-3777,17.245250767941155,2.0,4
27135,000-000-1999,15.3120339072241,2.0,5
27135,000-000-10173,14.722067366231439,2.0,6
27135,000-000-2001,14.613898082920318,2.0,7
27135,000-000-13348,14.571067811865474,2.0,8
27135,000-000-10174,14.571067811865474,2.0,9
27135,000-000-10129,13.032759252836128,2.0,10
27480,000-000-13349,14.600438064499462,5.0,1
27480,000-000-13325,13.487670066837183,5.0,2
27480,000-000-12625,13.177421523032644,5.0,3
27480,000-000-13324,12.912266988438684,5.0,4
27480,000-000-7049,10.413289232500276,5.0,5
27480,000-000-13326,9.977520152274185,5.0,6
27480,000-000-3312,9.74476056480701,3.0,7
27480,000-000-6140,8.803570657366247,4.0,8
27480,000-000-13296,8.634395638330034,4.0,9
27480,000-000-6596,8.539087753530632,2.0,10
27677,000-000-13296,10.24269332100851,9.0,1
27677,000-000-11913,9.9307759345014,9.0,2
27677,000-000-7049,9.630704370470896,9.0,3
27677,000-000-3465,9.512565936721906,9.0,4
27677,000-000-6140,9.470922692963452,9.0,5
27677,000-000-13358,8.580165078500306,8.0,6
27677,000-000-3466,8.417476808579774,9.0,7
27677,000-000-3312,8.29553963693472,5.0,8
27677,000-000-11283,8.244953274122755,7.0,9
27677,000-000-5312,7.500720839231216,8.0,10
